ontology,label,definition,internal_id,accuracy,internal_consistency,score,confidence,notes,is_a,relationships,evaluator,
cl,striosomal D2 medium spiny neuron,A DRD2-expressing medium spiny neuron that is part of the striosomal compartment of the dorsal striatum.,83,5.0,,4.0,3,,IndirectPathwayMediumSpinyNeuron,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,striosomal D2 medium spiny neuron,A DRD2-expressing medium spiny neuron that is part of a striosome of dorsal striatum.,84,5.0,,4.0,3,,IndirectPathwayMediumSpinyNeuron,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,striosomal D2 medium spiny neuron,A medium spiny neuron of the striatum that belongs to the striosomal compartment and expresses dopamine type 2 receptors.,85,5.0,,4.0,3,,IndirectPathwayMediumSpinyNeuron,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,striosomal D2 medium spiny neuron,A medium spiny neuron of the striatum that expresses dopamine type 2 receptors and is part of the indirect pathway.,86,5.0,,4.0,3,,IndirectPathwayMediumSpinyNeuron,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,striosomal D2 medium spiny neuron,A medium spiny neuron of the striatum that is part of the indirect pathway and expresses dopamine type 2 receptors.,87,5.0,,4.0,3,,IndirectPathwayMediumSpinyNeuron,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,striosomal D2 medium spiny neuron,A specific type of medium spiny neuron found in the striatum that expresses the D2 dopamine receptor and is classified as a subclass of the indirect pathway medium spiny neuron.,88,5.0,,4.0,3,,IndirectPathwayMediumSpinyNeuron,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,striosomal D2 medium spiny neuron,"A specific type of neuron primarily located in the striosome compartments of the striatum. These neurons, subclass of Indirect Pathway Medium Spiny Neurons, contain high levels of dopamine D2 receptors, integral components of the brain's indirect pathway of movement control.",89,5.0,,5.0,3,,IndirectPathwayMediumSpinyNeuron,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,striosomal D2 medium spiny neuron,"A striosomal D2 medium spiny neuron is a type of medium spiny neuron predominantly located in the striosomes of the striatum, characterized by its expression of D2 dopamine receptors, and involved in the control of motor functions and reward. This neuron exhibits spiny dentritic structures and exhibits inhibitory functions due to its GABA (gamma-aminobutyric acid) properties.",90,5.0,,5.0,3,,IndirectPathwayMediumSpinyNeuron,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,striosomal D2 medium spiny neuron,A type of indirect pathway medium spiny neuron located in the striatum that expresses dopamine D2 receptors.,91,5.0,,4.0,3,,IndirectPathwayMediumSpinyNeuron,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,striosomal D2 medium spiny neuron,A type of indirect pathway medium spiny neuron that is located in the striosomes of the striatum.,92,5.0,,4.0,3,,IndirectPathwayMediumSpinyNeuron,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,D1/D2-hybrid medium spiny neuron,A medium spiny neuron located in the dorsal striatum that expresses both D1 and D2 dopamine receptors.,93,5.0,,4.0,3,,MediumSpinyNeuron,"{'predicate': 'HasSomaLocation', 'target': 'DorsalStriatum'} | {'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,D1/D2-hybrid medium spiny neuron,A medium spiny neuron that expresses both DRD1 and DRD2 and is part of an extra-striosomal part of dorsal striatum.,94,5.0,,4.0,3,,MediumSpinyNeuron,"{'predicate': 'HasSomaLocation', 'target': 'DorsalStriatum'} | {'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,D1/D2-hybrid medium spiny neuron,A medium spiny neuron located in the dorsal striatum that expresses both D1A and D2 dopamine receptors.,95,5.0,,4.0,3,,MediumSpinyNeuron,"{'predicate': 'HasSomaLocation', 'target': 'DorsalStriatum'} | {'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,D1/D2-hybrid medium spiny neuron,"A medium spiny neuron that expresses both D1 and D2 dopamine receptors, located in the dorsal striatum.",96,5.0,,4.0,3,,MediumSpinyNeuron,"{'predicate': 'HasSomaLocation', 'target': 'DorsalStriatum'} | {'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,D1/D2-hybrid medium spiny neuron,A medium spiny neuron that expresses both D1A and D2 dopamine receptors and has its soma located in the dorsal striatum.,97,5.0,,4.0,3,,MediumSpinyNeuron,"{'predicate': 'HasSomaLocation', 'target': 'DorsalStriatum'} | {'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,D1/D2-hybrid medium spiny neuron,A medium spiny neuron that expresses both D1A and D2 dopamine receptors and is located in the dorsal striatum.,98,5.0,,4.0,3,,MediumSpinyNeuron,"{'predicate': 'HasSomaLocation', 'target': 'DorsalStriatum'} | {'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,D1/D2-hybrid medium spiny neuron,A medium spiny neuron that expresses both D1A dopamine receptor and D2 dopamine receptor and has its soma located in the Dorsal Striatum.,99,5.0,,4.0,3,,MediumSpinyNeuron,"{'predicate': 'HasSomaLocation', 'target': 'DorsalStriatum'} | {'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,D1/D2-hybrid medium spiny neuron,A medium spiny neuron that is located in the dorsal striatum and expresses both D1 and D2 dopamine receptors.,100,5.0,,4.0,3,,MediumSpinyNeuron,"{'predicate': 'HasSomaLocation', 'target': 'DorsalStriatum'} | {'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,D1/D2-hybrid medium spiny neuron,A medium spiny neuron that is located in the dorsal striatum and expresses both D1A and D2 dopamine receptors.,101,5.0,,4.0,3,,MediumSpinyNeuron,"{'predicate': 'HasSomaLocation', 'target': 'DorsalStriatum'} | {'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,D1/D2-hybrid medium spiny neuron,"D1/D2-Hybrid Medium Spiny Neuron: A subtype of medium spiny neuron characterized by co-expression of both D1 and D2 dopamine receptors predominantly found in the striatum, participating in both the direct and indirect pathways for motor control.",102,5.0,,5.0,3,,MediumSpinyNeuron,"{'predicate': 'HasSomaLocation', 'target': 'DorsalStriatum'} | {'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,nucleus accumbens shell and olfactory tubercle D2 medium spiny neuron,A D2-expressing medium spiny neuron located in the shell region of the nucleus accumbens and the olfactory tubercle.,103,5.0,,4.0,3,,MediumSpinyNeuron,"{'predicate': 'HasSomaLocation', 'target': 'VentralStriatum'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,nucleus accumbens shell and olfactory tubercle D2 medium spiny neuron,A DRD2-expressing medium spiny neuron that is part of a nucleus accumbens shell or olfactory tubercle.,104,5.0,,4.0,3,,MediumSpinyNeuron,"{'predicate': 'HasSomaLocation', 'target': 'VentralStriatum'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,nucleus accumbens shell and olfactory tubercle D2 medium spiny neuron,A DRD2-expressing medium spiny neuron that is part of a nucleus accumbens shell or olfactory tubercle. The cell's soma location is in the ventral striatum.,105,5.0,,4.0,3,,MediumSpinyNeuron,"{'predicate': 'HasSomaLocation', 'target': 'VentralStriatum'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,nucleus accumbens shell and olfactory tubercle D2 medium spiny neuron,A medium spiny neuron found in the nucleus accumbens shell and olfactory tubercle. It expresses the D2 dopamine receptor and is located in the ventral striatum.,106,5.0,,4.0,3,,MediumSpinyNeuron,"{'predicate': 'HasSomaLocation', 'target': 'VentralStriatum'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,nucleus accumbens shell and olfactory tubercle D2 medium spiny neuron,A medium spiny neuron located in the nucleus accumbens shell and olfactory tubercle that expresses dopamine type 2 receptors and has its soma in the ventral striatum.,107,5.0,,4.0,3,,MediumSpinyNeuron,"{'predicate': 'HasSomaLocation', 'target': 'VentralStriatum'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,nucleus accumbens shell and olfactory tubercle D2 medium spiny neuron,A medium spiny neuron located in the nucleus accumbens shell and olfactory tubercle that expresses dopamine type 2 receptors.,108,5.0,,4.0,3,,MediumSpinyNeuron,"{'predicate': 'HasSomaLocation', 'target': 'VentralStriatum'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,nucleus accumbens shell and olfactory tubercle D2 medium spiny neuron,"A medium spiny neuron that expresses dopamine type 2 receptors and projects to the external globus pallidus. It is located in the nucleus accumbens shell, which is part of the ventral striatum.",109,5.0,,4.0,3,,MediumSpinyNeuron,"{'predicate': 'HasSomaLocation', 'target': 'VentralStriatum'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,nucleus accumbens shell and olfactory tubercle D2 medium spiny neuron,A medium spiny neuron that is part of the nucleus accumbens shell and olfactory tubercle and expresses dopamine type 2 receptors.,110,5.0,,4.0,3,,MediumSpinyNeuron,"{'predicate': 'HasSomaLocation', 'target': 'VentralStriatum'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,nucleus accumbens shell and olfactory tubercle D2 medium spiny neuron,"A subtype of medium spiny neuron located in the ventral striatum, expressing D2 dopamine receptors, with critical functions in the brain's reward system and dopamine functionality. Abnormalities in these neurons have been associated with disorders such as addiction, schizophrenia, and Parkinson's disease.",111,5.0,,5.0,3,,MediumSpinyNeuron,"{'predicate': 'HasSomaLocation', 'target': 'VentralStriatum'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,nucleus accumbens shell and olfactory tubercle D2 medium spiny neuron,"Nucleus Accumbens Shell D2 Medium Spiny Neuron - a GABAergic neuron that resides in the shell region of the nucleus accumbens expressing the D2 type of dopamine receptor. This neuron type contributes to reward, addiction, and motor functions due to its connection with the dopamine system.  ""Olfactory Tubercle D2 Medium Spiny Neuron"" - a particular kind of GABAergic neuron that is situated in the olfactory tubercle and expresses the D2 type of dopamine receptor. This neuron type plays a critical role in the processing of olfactory information, multiphasic modulation of reward behavior, and olfaction-guided behaviors.",112,5.0,,5.0,3,,MediumSpinyNeuron,"{'predicate': 'HasSomaLocation', 'target': 'VentralStriatum'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,Island of Calleja granule cell,A granule cell that is part of the island of Calleja and expresses the D1A dopamine receptor.,113,5.0,,4.0,3,,GranuleCell | StriatumNeuron,"{'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,Island of Calleja granule cell,"A DRD1-expressing, medium spiny neuron-like granule cell that is part of an Island of Calleja.",114,5.0,,4.0,3,,GranuleCell | StriatumNeuron,"{'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,Island of Calleja granule cell,A specialized type of granule cell found within the Island of Calleja that expresses the D1A dopamine receptor. It is classified as both subclass of granule cells and striatum neurons.,115,5.0,,4.0,3,,GranuleCell | StriatumNeuron,"{'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,Island of Calleja granule cell,A type of granule cell and striatum neuron that expresses the D1A dopamine receptor.,116,5.0,,4.0,3,,GranuleCell | StriatumNeuron,"{'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,Island of Calleja granule cell,"An Island of Calleja granule cell is a specialized type of neuron found in the Island of Calleja, a cluster of structures located in the ventral striatum of the brain, primarily known for its involvement in the olfactory tubercle. This cell type is characterized by small granule-like structure and has a crucial role in the neuronal signaling and information processing within the region.",117,5.0,,5.0,3,,GranuleCell | StriatumNeuron,"{'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,Island of Calleja granule cell,"Granule cell found in the Island of Calleja, which expresses the D1A dopamine receptor and is a subclass of both GranuleCell and StriatumNeuron.",118,5.0,,4.0,3,,GranuleCell | StriatumNeuron,"{'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,Island of Calleja granule cell,Granule cell located in the Island of Calleja that expresses D1A dopamine receptor and is a subclass of both GranuleCell and StriatumNeuron.,119,5.0,,4.0,3,,GranuleCell | StriatumNeuron,"{'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,Island of Calleja granule cell,"Granule cell that is part of the Island of Calleja, which expresses the D1A dopamine receptor. It is a subclass of GranuleCell and StriatumNeuron.",120,5.0,,4.0,3,,GranuleCell | StriatumNeuron,"{'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,Island of Calleja granule cell,Neuron found in the Island of Calleja that expresses D1A dopamine receptor and is a type of striatum neuron and granule cell.,121,5.0,,4.0,3,,GranuleCell | StriatumNeuron,"{'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,Island of Calleja granule cell,"One of the seven small groups of granule cells in the polymorph layer of the olfactory tubercle and one large group, the insula magna, which lies along the border between septum, nucleus accumbens and nucleus of the diagonal band.",122,5.0,,5.0,3,,GranuleCell | StriatumNeuron,"{'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}",cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,intermediate cell of urothelium,A cell that is part of the urothelium and serves an intermediate role.,123,5.0,,4.0,3,,UrothelialCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,intermediate cell of urothelium,A urothelial cell that is part of the regenerative layer(s) of cells directly superficial to basal cells in urothelium. The layer of intermediate cells in the urothelium ranges from one to several layers thick depending on the species with intermediate cells attached to adjacent cell layers and one another via desmosomes.,124,5.0,,5.0,3,,UrothelialCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,intermediate cell of urothelium,A regenerative layer of cells directly above basal cells in the urothelium.,125,5.0,,4.0,3,,UrothelialCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
cl,intermediate cell of urothelium,"A specific type of cell found in the urothelial lining of the urinary system. It is classified as a subclass of UrothelialCell, indicating that it possesses both unique characteristics and common features shared with other types of urothelial cells.",127,5.0,,5.0,3,,UrothelialCell,,cc8844298c08e2fb7ba75080b9fad6fbd23d63bf3534c713e87ad87cee8f5b57,
