ontology	label	definition	internal_id	accuracy	internal_consistency	score	confidence	notes	is_a	relationships
cl	nucleus accumbens shell and olfactory tubercle D2 medium spiny neuron	"Nucleus Accumbens Shell D2 Medium Spiny Neuron - a GABAergic neuron that resides in the shell region of the nucleus accumbens expressing the D2 type of dopamine receptor. This neuron type contributes to reward, addiction, and motor functions due to its connection with the dopamine system.  ""Olfactory Tubercle D2 Medium Spiny Neuron"" - a particular kind of GABAergic neuron that is situated in the olfactory tubercle and expresses the D2 type of dopamine receptor. This neuron type plays a critical role in the processing of olfactory information, multiphasic modulation of reward behavior, and olfaction-guided behaviors."	112						MediumSpinyNeuron	{'predicate': 'HasSomaLocation', 'target': 'VentralStriatum'} | {'predicate': 'Expresses', 'target': 'D2_dopamineReceptor'}
cl	Island of Calleja granule cell	A granule cell that is part of the island of Calleja and expresses the D1A dopamine receptor.	113						GranuleCell | StriatumNeuron	{'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}
cl	Island of Calleja granule cell	A DRD1-expressing, medium spiny neuron-like granule cell that is part of an Island of Calleja.	114						GranuleCell | StriatumNeuron	{'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}
cl	Island of Calleja granule cell	A specialized type of granule cell found within the Island of Calleja that expresses the D1A dopamine receptor. It is classified as both subclass of granule cells and striatum neurons.	115						GranuleCell | StriatumNeuron	{'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}
cl	Island of Calleja granule cell	A type of granule cell and striatum neuron that expresses the D1A dopamine receptor.	116						GranuleCell | StriatumNeuron	{'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}
cl	Island of Calleja granule cell	An Island of Calleja granule cell is a specialized type of neuron found in the Island of Calleja, a cluster of structures located in the ventral striatum of the brain, primarily known for its involvement in the olfactory tubercle. This cell type is characterized by small granule-like structure and has a crucial role in the neuronal signaling and information processing within the region.	117						GranuleCell | StriatumNeuron	{'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}
cl	Island of Calleja granule cell	Granule cell found in the Island of Calleja, which expresses the D1A dopamine receptor and is a subclass of both GranuleCell and StriatumNeuron.	118						GranuleCell | StriatumNeuron	{'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}
cl	Island of Calleja granule cell	Granule cell located in the Island of Calleja that expresses D1A dopamine receptor and is a subclass of both GranuleCell and StriatumNeuron.	119						GranuleCell | StriatumNeuron	{'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}
cl	Island of Calleja granule cell	Granule cell that is part of the Island of Calleja, which expresses the D1A dopamine receptor. It is a subclass of GranuleCell and StriatumNeuron.	120						GranuleCell | StriatumNeuron	{'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}
cl	Island of Calleja granule cell	Neuron found in the Island of Calleja that expresses D1A dopamine receptor and is a type of striatum neuron and granule cell.	121						GranuleCell | StriatumNeuron	{'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}
cl	Island of Calleja granule cell	One of the seven small groups of granule cells in the polymorph layer of the olfactory tubercle and one large group, the insula magna, which lies along the border between septum, nucleus accumbens and nucleus of the diagonal band.	122						GranuleCell | StriatumNeuron	{'predicate': 'Expresses', 'target': 'D1A_dopamineReceptor'}
cl	intermediate cell of urothelium	A cell that is part of the urothelium and serves an intermediate role.	123						UrothelialCell	
cl	intermediate cell of urothelium	A urothelial cell that is part of the regenerative layer(s) of cells directly superficial to basal cells in urothelium. The layer of intermediate cells in the urothelium ranges from one to several layers thick depending on the species with intermediate cells attached to adjacent cell layers and one another via desmosomes.	124						UrothelialCell	
cl	intermediate cell of urothelium	A regenerative layer of cells directly above basal cells in the urothelium.	125						UrothelialCell	
cl	intermediate cell of urothelium	A specific type of cell found in the urothelial lining of the urinary system. It is classified as a subclass of UrothelialCell, indicating that it possesses both unique characteristics and common features shared with other types of urothelial cells.	127						UrothelialCell	
cl	intermediate cell of urothelium	A type of cell that is part of the urothelium, found in the middle layer between the basal and superficial cells. These cells play a significant role in the ability of the urothelium to stretch and retract in response to the filling and emptying of the bladder.	128						UrothelialCell	
cl	intermediate cell of urothelium	An intermediate cell of urothelium is a transitional cell located within the multilayered epithelial tissue lining the urinary tract, typically identified by its intermediate position between basal cells and superficial cells in the urothelium. These cells play a significant role in maintaining the barrier function of the urinary tract and may exhibit phenotypic changes based on pathway stimuli or pathological conditions.	129						UrothelialCell	
cl	intermediate cell of urothelium	An intermediate cell that is part of the urothelium.	130						UrothelialCell	
cl	umbrella cell of urothelium	A cell that is part of the urothelium and is known as an umbrella cell.	133						UrothelialCell	
cl	umbrella cell of urothelium	A urothelial cell that is terminally differentiated and part of the urothelial apical surface that forms the high-resistance barrier of urothelium. Umbrella cells have been described as the largest of urothelial cell types, highly polarized, and, in some species, multinucleated. In the relaxed state, these cells form a dome-shaped structure at the apical pole and can also cover multiple underlying intermediate cells, leading to the name umbrella cells. In contrast, these cells flatten when the bladder is filled.	134						UrothelialCell	
cl	umbrella cell of urothelium	A fully differentiated cell on the apical surface of the urothelium that functions as a barrier.	135						UrothelialCell	
cl	umbrella cell of urothelium	A specialized type of urothelial cell that forms a tight barrier and plays important roles in maintaining the integrity, function, and immune defense of the urinary system.	137						UrothelialCell	
cl	umbrella cell of urothelium	A specialized urothelial cell with a large, flattened, umbrella-like appearance. It is found in the luminal surface of the urothelium.	138						UrothelialCell	
cl	umbrella cell of urothelium	An umbrella cell is a type of epithelial cell that is part of the urinary bladder urothelium. These cells are located in the submucosa and are larger than other urothelial cells, giving them an umbrella-like appearance under a microscope.	139						UrothelialCell	
cl	umbrella cell of urothelium	An umbrella cell of the urothelium is a large, highly specialized, polarized apical cell type discovered at the luminal surface of the bladder urothelium, playing a significant role in bladder physiology that includes forming a barrier to urine and its toxic elements. Their unique features comprise an extensive and distinctive fusiform vesicle system and uroplakins.	140						UrothelialCell	
cl	umbrella cell of urothelium	An umbrella cell that is part of the urothelium.	141						UrothelialCell	
cl	umbrella cell of urothelium	An umbrella cell that is part of the urothelium. They are located on the surface of the urinary tract, specifically the bladder, where they are found on the outermost layer, in direct contact with the urine. They are responsible for barrier function and maintaining the bladder's elasticity and distensibility.	142						UrothelialCell	
cl	eccentric medium spiny neuron	A medium spiny neuron that exhibits transcriptional divergence from direct and indirect spiny projection neurons, for example, enrichment in Casz1, Otof, Cacng5 and Pcdh8 noted in mice. Whilst in general medium spiny neurons have been found to be differentially distributed across the basal ganglia, the eccentric medium spiny neuron cell type has been found to be more evenly distributed throughout cerebral nuclei.	143						MediumSpinyNeuron	
cl	eccentric medium spiny neuron	A medium spiny neuron that is configured in an eccentric manner.	145						MediumSpinyNeuron	
cl	eccentric medium spiny neuron	A medium spiny neuron with an eccentric location within the striatum.	146						MediumSpinyNeuron	
cl	eccentric medium spiny neuron	A medium spiny neuron with an eccentric position in the striatum.	147						MediumSpinyNeuron	
cl	eccentric medium spiny neuron	A subtype of Medium Spiny Neurons characterized by atypical or 'eccentric' behavior or structure. Role and functions within the striatum are not clearly specified and may vary.	148						MediumSpinyNeuron	
cl	eccentric medium spiny neuron	A subtype of the medium spiny neuron characterized by its unique eccentricity within the striatum, involved in motor control and reward processing.	149						MediumSpinyNeuron	
cl	eccentric medium spiny neuron	An eccentric medium spiny neuron is a type of neuron typically featuring medium-sized somas with extensive, spiny dendritic trees, and is characterized by projection eccentricity, meaning it diverges in direction from the normal or standard pathway within the neural framework.	150						MediumSpinyNeuron	
cl	eccentric medium spiny neuron	An inhibitory, GABAergic projection neuron in the striatum that integrates glutamatergic signals arising from the cerebral cortex and thalamus.	151						MediumSpinyNeuron	
cl	retinal astrocyte	A retinal astrocyte is a glial cell subtype located within the retina, involved in the maintenance of the blood-retinal barrier, regulation of local blood flow and are implicated in diseases such as diabetic retinopathy.	152						Astrocyte | RetinalCell	{'predicate': 'PartOf', 'target': 'Retina'}
cl	retinal astrocyte	A star-shaped glial cell that is part of some retina. This cell links neurons to blood vessels and may provide structural and physiological support to optic nerve head axons.	153						Astrocyte | RetinalCell	{'predicate': 'PartOf', 'target': 'Retina'}
cl	retinal astrocyte	A retinal astrocyte is a specific type of astrocyte, a star-shaped glial cell in the brain and spinal cord, that is found in the retina.	154						Astrocyte | RetinalCell	{'predicate': 'PartOf', 'target': 'Retina'}
cl	retinal astrocyte	A retinal astrocyte that is part of a retina.	155						Astrocyte | RetinalCell	{'predicate': 'PartOf', 'target': 'Retina'}
cl	retinal astrocyte	A retinal astrocyte that is part of the retina.	156						Astrocyte | RetinalCell	{'predicate': 'PartOf', 'target': 'Retina'}
cl	retinal astrocyte	A retinal astrocyte.	157						Astrocyte | RetinalCell	{'predicate': 'PartOf', 'target': 'Retina'}
cl	retinal astrocyte	An astrocyte that is part of a retina [Automatically generated definition].	158						Astrocyte | RetinalCell	{'predicate': 'PartOf', 'target': 'Retina'}
cl	retinal astrocyte	An astrocyte that is part of a retina.	159						Astrocyte | RetinalCell	{'predicate': 'PartOf', 'target': 'Retina'}
cl	retinal astrocyte	An astrocyte that is part of the retina [Automatically generated definition].	161						Astrocyte | RetinalCell	{'predicate': 'PartOf', 'target': 'Retina'}
cl	secondary crest myofibroblast	A myofibroblast cell that is part of lung connective tissue and participates in lung alveolus development.	162						MyofibroblastCell	{'predicate': 'PartOf', 'target': 'LungConnectiveTissue'} | {'predicate': 'ParticipatesIn', 'target': 'LungAlveolusDevelopment'}
cl	secondary crest myofibroblast	A myofibroblast that is part of an alveoli during alveolarization. The contractile force of this cell elongates the secondary crest, while producing a framework of elastin and tenascin. During the maturation of the septa, secondary crest myofibroblasts, together with matrix fibroblasts, secrete metalloproteinases and other ECM‐remodeling proteins to thin the septal tip ECM. The secondary crest myofibroblast continues producing elastin, eventually undergoing apoptosis during adulthood.	163						MyofibroblastCell	{'predicate': 'PartOf', 'target': 'LungConnectiveTissue'} | {'predicate': 'ParticipatesIn', 'target': 'LungAlveolusDevelopment'}
cl	secondary crest myofibroblast	A myofibroblast cell that is part of lung connective tissue and participates in the development of lung alveoli.	165						MyofibroblastCell	{'predicate': 'PartOf', 'target': 'LungConnectiveTissue'} | {'predicate': 'ParticipatesIn', 'target': 'LungAlveolusDevelopment'}
cl	secondary crest myofibroblast	A myofibroblast cell that is part of the lung connective tissue and participates in lung alveolus development.	166						MyofibroblastCell	{'predicate': 'PartOf', 'target': 'LungConnectiveTissue'} | {'predicate': 'ParticipatesIn', 'target': 'LungAlveolusDevelopment'}
cl	secondary crest myofibroblast	A myofibroblast cell that is part of the secondary crest during lung development and participates in alveoli formation.	167						MyofibroblastCell	{'predicate': 'PartOf', 'target': 'LungConnectiveTissue'} | {'predicate': 'ParticipatesIn', 'target': 'LungAlveolusDevelopment'}
